12072,1434548,10318396,3261925,6029609,5145720,8297580,11290885,9485505,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
13571,2368260,488153,6680629,450460,488153,495494,1741609,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
13851,2583077,188395,188395,2089807,1926597,1917001,1913880,2085920,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
14685,3625865,9765458,2476527,1927238,4691607,9888588,1874005,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
14757,2563363,6268181,1474959,8460299,1040334,4528851,25436,3475210,8869549,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
15114,2466013,7064738,7063375,12407710,4173879,7145390,6188539,10922386,10354543,10659439,6110437,6129782,3743673,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
15195,9916576,10069486,11426762,11557841,979922,8768039,3335895,3991030,3216850,7826134,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
17068,7386561,12101505,11341806,11948261,4578167,4790754,5728775,4018668,10283527,1748774,9664704,7528585,9951478,7494064,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
17141,10424369,2211474,5137224,807187,807187,8889646,8889646,9354704,196193,4696797,11689271,11689271,7921997,3739621,2211474,5997299,11590875,10424369,793452,6903778,9811248,5221582,1155126,5595070,5595070,5595070,5595070,5595070,5595070,5595070
17271,7959905,1139706,2512369,6666895,1733871,8479160,4144332,5977057,10736193,275165,7747206,3004637,6405853,4034047,10894021,3256328,6633822,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
18292,10122621,10117452,5519122,9782463,2104401,4458762,10959940,3486052,4638292,496317,7024154,169747,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
18454,7914750,5034226,6873643,7114097,7114097,10868663,10486320,9965583,3593221,127602,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
18518,5819179,4763160,2218922,7414274,5194063,7368941,10188555,8695591,2653076,7538533,1617636,12392046,3897473,5553860,2492614,2511850,12392046,12392046,2492614,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
18538,6822232,5448513,897650,3190148,3106187,3516564,9018764,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
19080,6739335,3266926,3602987,2525252,10698210,463096,3088004,12658204,12668312,690186,12668312,64773,5493698,12668312,6470402,3088004,10479674,690186,5603338,3088004,5787453,8927994,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
19670,8800419,5682137,8721993,8721993,8035076,8035076,4218508,9989806,6879373,2045143,6951586,5811478,8414544,5813714,9399237,7535346,8784270,5169060,4056797,11362747,5028934,3369547,2502439,9218753,5595070,5595070,5595070,5595070,5595070,5595070
21778,6832130,6701577,2655164,11379788,4496654,4339188,837168,2670070,5799451,10989182,4299936,4776148,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
32053,7927988,3386979,195715,920267,1855021,10300058,1809748,11685651,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
32741,7056391,1598635,700165,11929361,1598635,7056391,4426700,11755670,4153437,1598635,7056391,2181365,2181661,2220391,3670765,2221647,4964292,1988518,1302710,7056391,4220093,3670765,3670765,2409672,3670765,2221647,7056391,2942811,7056391,11755670
33071,8305710,8305710,8508723,6752451,7179842,8420982,7887041,9527976,7887041,3875513,8508723,8187648,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
33093,9076166,7652243,10568510,9993189,11190807,12450334,10245415,9629483,12524603,12524603,11180377,11180377,1495917,1453149,2555038,9525073,9525073,9525073,8793419,4965394,9751096,9996934,818126,11479998,7476226,5595070,5595070,5595070,5595070,5595070
33146,10105697,9616661,3589950,4774186,8580840,11961933,12530099,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
33661,10109552,10109552,10508135,6190959,9664312,1036509,8826246,8133004,2687771,5988595,10480453,8090114,2300713,9082805,5561135,5001487,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
34155,8332434,8332434,8332434,8332434,8332434,8332434,2261570,8332434,2261570,2261570,2261570,2261570,8332434,8332434,8332434,8332434,8332434,8332434,8332434,8332434,8332434,8332434,8332434,8332434,5595070,5595070,5595070,5595070,5595070,5595070
38211,10473585,10473585,10473585,10473585,10473585,10473585,8398600,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
40726,4210887,4013444,10574595,9149702,7652621,424024,4263435,205436,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
40744,10805611,7156585,7156585,7156585,6972538,8166658,6032076,2713689,5628945,11140901,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
40827,11727752,10368739,11477235,3116156,11291525,7780365,5230087,4163602,8809401,11864433,3577337,1701125,9544406,11291525,3651678,5822606,9582192,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
41293,1807324,7107651,7107651,7107651,1699324,4662743,9296489,10645036,7107651,4477483,4477483,2886561,7795009,10257944,9833768,1883122,1746404,10734250,2673309,419280,3557831,9113679,8840028,10166752,5595070,5595070,5595070,5595070,5595070,5595070
41991,4127500,10427998,10800347,10800347,10427998,10427998,5716737,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
42699,4160230,7908289,1616008,1940185,988308,1021030,3224496,4194353,1930729,11244075,11244075,10843674,3548908,8112369,229937,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
46774,6037973,6371043,6371043,524277,4018101,6559460,4018101,4881780,4018101,5203481,5649544,5649544,4658884,7122817,7122817,6167037,3233647,4018101,4151625,7688167,8843392,6928719,5810662,8595898,7122817,11256201,11256201,4658884,4018101,4658884
55329,7582508,10105244,10105244,10105244,10105244,8947110,8947110,8935935,5034836,12384013,629246,10105244,10105244,5672890,5672890,5672890,7591221,8555532,9636378,599161,5273249,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
55602,7575383,5995152,2657029,8905416,6254807,6254807,4997276,10387434,3265290,7002739,9535483,1122746,1039726,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
55951,8085118,3927080,573227,2469972,10289655,7078317,4078103,281031,8679542,710797,6460683,8523849,7452139,4370751,2215666,4847849,3860673,2470439,5620570,5620570,5620570,7909677,9099957,10957147,9099957,9099957,9099957,9099957,935427,4956953
56041,4013213,6139598,8316324,8164624,7846927,2546502,9096053,12048461,10301234,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
56107,11057667,764094,12976178,9017838,12976183,7516236,10408197,9988978,3749155,11488628,8677824,7887119,8824664,11112764,8824664,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
56183,9897425,5705862,12285466,661925,8871521,10646274,1412457,4943742,9911783,4943742,12111066,9911783,12111066,12111066,4943742,4306146,9911783,11832449,2511768,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
56736,2146230,2146230,3328043,3328043,3328043,3328043,3328043,3328043,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
62844,2795795,10278926,8208581,1894643,8169751,9008657,7606473,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
64859,11846646,11846646,6023031,11557824,10566459,11557824,10566459,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
65278,3502973,4521378,1419914,2265598,12975732,3492424,4479306,6858942,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
67659,3048973,12422732,7445446,6288496,3293763,6362216,3851532,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
67838,7315052,12513562,8015087,3743769,1380195,5402007,5850994,5613197,3647542,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
68163,10991254,5119315,6088906,6600256,8266459,11020950,10428702,277654,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
68493,11177009,11177009,11320153,11071866,11320153,11177009,11177009,10234798,9607842,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
69061,6442834,5892593,5117382,12475486,2212653,8906370,10805062,9628949,9178438,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
69261,2661585,823993,4190353,8819917,5911795,4865540,9066404,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
69335,12363747,9931186,10712504,8501223,9401287,12963307,7748264,12364354,8501223,9401287,7748264,11909405,8501223,12023248,11909405,12131643,11187081,8501223,12359640,8501223,10680895,12258142,12261805,12023248,12023248,8706487,12261805,10712504,10984234,12095960
69374,9190861,9895376,3817659,1142025,8167724,12137722,5274081,2743688,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
69814,6678900,7474182,3465591,12881470,7586677,10499490,10499490,7586677,7586677,11023165,12385915,9861714,12095311,9982579,10495076,6307671,8450866,8450866,4711527,2500255,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
69981,726146,4193320,5901830,10360520,4193320,7668381,2778295,662539,4193320,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
71253,1750526,1750526,1750526,1750526,1750526,1750526,1750526,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
72599,2382609,3688542,7944545,5217356,9116828,6111258,12479580,6921107,11938643,11938643,8877502,9688998,10000188,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
73116,10758243,12539092,12539092,10758243,11654523,11654523,3367450,11654523,8377835,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
73294,11315685,4330927,7930762,11315685,7539810,7968491,9950984,7967982,2090105,2090105,2038745,11355647,264727,4413657,1548621,11355647,8070017,2090105,2090105,10342698,4619714,11355647,11355647,4700028,4413657,4413657,11355647,8070017,12653622,4619714
73389,10335821,7628074,8691894,11201828,6545826,6545826,3660746,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
77087,7668207,5263802,5263802,9475710,9475710,9475710,4129286,2775938,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
78304,11808488,10207774,8793381,10494987,11808488,8793381,9259305,10047179,9259305,9494980,8593950,4545969,4958893,11808488,12060954,7791369,5618193,8793381,11808488,11808488,11808488,10207774,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
78855,3750762,10946688,3750762,8030707,672211,10747186,9844680,9816458,3750762,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
78951,10802921,10962480,7788146,9127932,9127932,8350107,8350107,7788146,7788146,10110190,10110190,10110190,10110190,10110190,10110190,10110190,10110190,10110190,10110190,10110190,10110190,7322494,6606852,6606852,6606852,6606852,6606852,6606852,6606852,10104308
79088,9404119,9739063,5791960,5791960,5791960,5791960,3271787,5791960,8363221,2163842,2296619,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
79849,2024519,2024519,11840560,5498263,3305547,2024519,10413043,11646726,3212273,9861563,5711124,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
80379,493695,1223309,10232873,2760449,4026419,9626610,8647333,7331091,1413111,4952846,5510638,924845,6788566,8092088,8629977,11844291,10190086,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
82888,3648372,4844366,9790910,2810141,8198620,4945327,567312,6761439,6761439,2492712,10309949,1882581,4530390,797370,1882459,916880,1427683,3047995,1903027,1437266,3150862,3604568,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
83191,5119046,2891430,5185179,5023467,4816120,4554503,11799684,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
83232,5945746,10868663,11201409,12082833,8247404,12571906,7330232,8634324,5746343,8568385,10582063,9508270,9508270,1505182,5959713,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
83389,5798319,6467465,8348691,3158840,3509376,3522253,4013037,9966573,10667115,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
83399,11971648,4326019,11971648,7469729,12087618,945275,11971648,9567237,3982642,4707621,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
83451,9679297,9907121,7473388,9061365,9907121,9907121,9954532,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
83628,6437206,6437206,6437206,6437206,6437206,6437206,6437206,9009448,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
83769,3563184,12276037,542962,542962,12496605,5128459,11601579,10794070,93047,4596624,8038869,11827938,10190528,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
83865,1000724,307831,7709098,4384227,7800398,7709098,31529,12335354,10922855,739786,8094525,968056,5266421,6652848,4164916,7709098,6652848,3346445,6146347,7404747,4164916,7404747,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
83900,10746451,11530404,10697184,10697184,10335184,8873100,1748050,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
84023,11561471,12328696,229294,8351041,46348,46348,5522219,2060196,3750819,97476,288224,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
84059,10048525,7507266,9582192,12928279,12928279,12928279,12928279,12928279,12928279,12928279,12928279,3678931,3719913,8627034,8131581,492938,5245773,980162,5327574,8378680,7232064,7232064,7910149,3658910,2522355,3715457,2471612,5595070,5595070,5595070
84583,11170634,8195056,4437158,9497717,9881339,9235214,2841663,6659800,9235214,7847088,11262511,9560637,9868066,8639023,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
84791,11504714,12565403,10340275,8496169,11794800,12235403,10328661,7654755,10409831,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
84830,3860697,8511954,6032648,2274862,3860697,10186530,3860697,5366365,7741356,2632283,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
84916,4609694,7688469,9412647,11910352,5518037,7106612,11840225,10843674,3533742,4058102,2152476,7023365,7356979,4367740,4643858,7279026,3520717,7754528,5752789,2487389,12412999,10921447,5752789,7651041,1890332,6379948,11756494,5595070,5595070,5595070
85130,7157320,4092416,6951605,4895671,6869850,12082733,11867808,9246845,7689941,11333337,5823948,5459666,9127782,3639301,1733006,12218478,8469156,8668704,4531959,2775630,7538638,2775630,7538638,7501816,7538638,7538638,7538638,7501816,2775630,397823
85300,1170125,1408207,2550056,10684965,3004955,1601777,2452351,9646241,4758686,904046,6110039,10521758,3536007,2847951,1437289,4145526,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
85369,8989996,5201961,9749030,8019261,967103,1519003,9683399,9712395,10639981,10362496,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
85380,11548384,1543098,30476,211124,10052607,3267649,3267649,4103555,5219130,7382927,6706224,4057898,13034379,10058917,2423938,3992519,3907188,5999682,2342476,9040624,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
85512,9963671,12583445,11165505,12097241,12510256,12510256,10728801,12320489,12493445,10315060,10315060,12540733,12367516,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
85785,2459232,5277997,5277997,3710618,5309527,8072246,1912532,2741289,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
85794,7610896,8361796,10835574,8361796,10835574,7610896,3509561,8361796,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
85812,2043120,1914564,11945645,1914564,11945645,11945645,7664892,7974702,7974702,7974702,4824431,7477683,6646983,2426382,8162643,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
86232,4492507,7646872,5589033,7849185,9722048,7849185,256399,7849185,4193649,8875366,2386321,481022,8248626,8286597,8240690,8592694,7849185,8592694,7849185,8592694,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
86570,8752731,7094724,1043015,2871627,6931734,277654,4363237,9608848,4392070,1608877,1033503,10496391,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
86831,10903734,9320644,3566050,8269599,9320644,3566050,12356907,8269599,9376361,8269599,8269599,7169121,8269599,6308843,5715395,5500389,11637398,7097841,2089257,8132758,12295241,4795700,1817433,9839353,11637398,5153534,9839353,7530001,11637398,5675220
88421,4335306,1629975,10070575,4941524,8116281,6796178,6800415,6800415,1323322,12955647,12955647,9903369,7458731,367671,4797425,6967993,12955647,12955647,12955647,4055917,12955647,6634535,9857899,9480063,5595070,5595070,5595070,5595070,5595070,5595070
88681,5579873,7907190,1366246,1076124,8609470,1006686,1496913,7725841,1771656,10425346,2592436,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070,5595070
